_id,Institution,GoogleMaps
6930a7d8f59660bdbf649b6f,Universidade Católica Portuguesa - Faculdade de Direito (Porto),http://maps.google.pt/maps?z=20&t=k&q=loc:41.15398+-8.673013
6930a7d8f59660bdbf649b70,Universidade dos Açores - Faculdade de Economia e Gestão,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
6930a7d8f59660bdbf649b71,Universidade do Algarve - Faculdade de Economia,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04408+-7.972222
6930a7d8f59660bdbf649b72,Universidade de Coimbra - Faculdade de Economia,http://maps.google.pt/maps?z=20&t=k&q=loc:40.2147+-8.408988
6930a7d8f59660bdbf649b73,Universidade de Lisboa - Instituto Superior de Economia e Gestão,http://maps.google.pt/maps?z=20&t=k&q=loc:38.70972+-9.155651
6930a7d8f59660bdbf649b74,Universidade Nova de Lisboa - Faculdade de Economia,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6793+-9.325741
6930a7d8f59660bdbf649b75,Universidade do Porto - Faculdade de Economia,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17595+-8.598582
6930a7d8f59660bdbf649b76,Universidade Católica Portuguesa - Faculdade de Economia e Gestão,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15398+-8.673013
6930a7d8f59660bdbf649b77,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,http://maps.google.pt/maps?z=20&t=k&q=loc:39.22225+-8.688641
6930a7d8f59660bdbf649b78,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,http://maps.google.pt/maps?z=20&t=k&q=loc:39.28958+-7.429967
6930a7d8f59660bdbf649b79,Escola Superior de Educação de João de Deus,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71589+-9.158396
6930a7d8f59660bdbf649b7a,Escola Superior de Educação de Paula Frassinetti,http://maps.google.pt/maps?z=20&t=k&q=loc:41.16028+-8.6025
6930a7d8f59660bdbf649b7b,Instituto Politécnico Jean Piaget do Sul - Escola Superior de Educação Jean Piaget de Almada,http://maps.google.pt/maps?z=20&t=k&q=loc:39.61613+-9.17839
6930a7d8f59660bdbf649b7c,Instituto Politécnico da Lusofonia - Escola Superior de Educação da Lusofonia,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184
6930a7d8f59660bdbf649b7d,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6664+-9.1769
6930a7d8f59660bdbf649b7e,Universidade de Lisboa - Instituto de Educação,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75282+-9.155494
6930a7d8f59660bdbf649b7f,"Instituto Politécnico da Maia - Escola Superior de Ciências Sociais, Educação e Desporto",http://maps.google.pt/maps?z=20&t=k&q=loc:41.26783+-8.6172
6930a7d8f59660bdbf649b80,Instituto Superior de Ciências da Informação e da Administração,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63694+-8.6325
6930a7d8f59660bdbf649b81,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,http://maps.google.pt/maps?z=20&t=k&q=loc:40.57429+-8.444219
6930a7d8f59660bdbf649b82,Escola Superior de Enfermagem de Lisboa,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75698+-9.14607
6930a7d8f59660bdbf649b83,Instituto Politécnico de Beja - Escola Superior de Saúde,http://maps.google.pt/maps?z=20&t=k&q=loc:38.01457+-7.875266
6930a7d8f59660bdbf649b84,Instituto Politécnico de Portalegre - Escola Superior de Saúde,http://maps.google.pt/maps?z=20&t=k&q=loc:39.30038+-7.425994
6930a7d8f59660bdbf649b85,Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém,http://maps.google.pt/maps?z=20&t=k&q=loc:39.24598+-8.701129
6930a7d8f59660bdbf649b86,Instituto Politécnico de Setúbal - Escola Superior de Saúde,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52306+-8.841667
6930a7d8f59660bdbf649b87,Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde,http://maps.google.pt/maps?z=20&t=k&q=loc:41.69738+-8.834974
6930a7d8f59660bdbf649b88,Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu,http://maps.google.pt/maps?z=20&t=k&q=loc:40.65262+-7.905071
6930a7d8f59660bdbf649b89,Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6585+-27.234
6930a7d8f59660bdbf649b8a,Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74654+-25.66221
6930a7d8f59660bdbf649b8b,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,http://maps.google.pt/maps?z=20&t=k&q=loc:40.62451+-8.659866
6930a7d8f59660bdbf649b8c,Universidade de Coimbra - Escola Superior de Enfermagem,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21857+-8.409519
6930a7d8f59660bdbf649b8d,Universidade de Évora - Escola Superior de Enfermagem de São João de Deus,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56826+-7.902039
6930a7d8f59660bdbf649b8e,Universidade da Madeira - Escola Superior de Saúde,http://maps.google.pt/maps?z=20&t=k&q=loc:32.65945+-16.92655
6930a7d8f59660bdbf649b8f,Universidade do Minho - Escola Superior de Enfermagem,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33338+-8.23543
6930a7d8f59660bdbf649b90,Universidade do Porto - Escola Superior de Enfermagem,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18211+-8.603922
6930a7d8f59660bdbf649b91,Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
6930a7d8f59660bdbf649b92,Escola Superior de Enfermagem São Francisco das Misericórdias,http://maps.google.pt/maps?z=20&t=k&q=loc:38.72448+-9.146054
6930a7d8f59660bdbf649b93,Escola Superior de Enfermagem de São José de Cluny,http://maps.google.pt/maps?z=20&t=k&q=loc:32.66711+-16.90464
6930a7d8f59660bdbf649b94,Escola Superior de Saúde Atlântica,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74141+-9.284575
6930a7d8f59660bdbf649b95,Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,http://maps.google.pt/maps?z=20&t=k&q=loc:41.7811+-7.447647
6930a7d8f59660bdbf649b96,Escola Superior de Saúde Jean Piaget de Viseu,http://maps.google.pt/maps?z=20&t=k&q=loc:40.73678+-7.939917
6930a7d8f59660bdbf649b97,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,http://maps.google.pt/maps?z=20&t=k&q=loc:40.83691+-8.472358
6930a7d8f59660bdbf649b98,Escola Superior de Saúde de Santa Maria,http://maps.google.pt/maps?z=20&t=k&q=loc:41.16033+-8.609315
6930a7d8f59660bdbf649b99,Instituto Politécnico Jean Piaget do Sul - Escola Superior de Saúde Jean Piaget do Algarve,http://maps.google.pt/maps?z=20&t=k&q=loc:37.1964+-8.4336
6930a7d8f59660bdbf649b9a,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Enfermagem do Tâmega e Sousa,http://maps.google.pt/maps?z=20&t=k&q=loc:41.20715+-8.283265
6930a7d8f59660bdbf649b9b,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,http://maps.google.pt/maps?z=20&t=k&q=loc:41.40671+-8.515314
6930a7d8f59660bdbf649b9c,Universidade Católica Portuguesa - Escola de Enfermagem (Lisboa),NaN
6930a7d8f59660bdbf649b9d,Universidade Católica Portuguesa - Escola de Enfermagem (Porto),http://maps.google.pt/maps?z=20&t=k&q=loc:41.15398+-8.673013
6930a7d8f59660bdbf649b9e,"Instituto Politécnico da Lusofonia - Escola Superior de Saúde, Proteção e Bem-Estar Animal",http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184
6930a7d8f59660bdbf649b9f,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18351+-8.445928
6930a7d8f59660bdbf649ba0,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75568+-9.113923
6930a7d8f59660bdbf649ba1,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,http://maps.google.pt/maps?z=20&t=k&q=loc:39.81956+-7.511883
6930a7d8f59660bdbf649ba2,Universidade do Algarve - Instituto Superior de Engenharia,http://maps.google.pt/maps?z=20&t=k&q=loc:37.03847+-7.922417
6930a7d8f59660bdbf649ba3,Escola Superior de Actividades Imobiliárias,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74368+-9.113525
6930a7d8f59660bdbf649ba4,Instituto Superior D. Dinis,http://maps.google.pt/maps?z=20&t=k&q=loc:39.74083+-8.92663
6930a7d8f59660bdbf649ba5,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),http://maps.google.pt/maps?z=20&t=k&q=loc:38.73723+-9.302337
6930a7d8f59660bdbf649ba6,Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia,http://maps.google.pt/maps?z=20&t=k&q=loc:41.11968+-8.623498
6930a7d8f59660bdbf649ba7,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122
6930a7d8f59660bdbf649ba8,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52167+-8.839167
6930a7d8f59660bdbf649ba9,Escola Superior Náutica Infante D. Henrique,http://maps.google.pt/maps?z=20&t=k&q=loc:38.69206+-9.298875
6930a7d8f59660bdbf649baa,Instituto Universitário Militar - Academia Militar,http://maps.google.pt/maps?z=20&t=k&q=loc:38.72643+-9.140553
6930a7d8f59660bdbf649bab,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,http://maps.google.pt/maps?z=20&t=k&q=loc:38.01572+-7.875266
6930a7d8f59660bdbf649bac,Instituto Politécnico Jean Piaget do Sul - Escola Superior de Tecnologia e Gestão Jean Piaget,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6664+-9.1769
6930a7d8f59660bdbf649bad,Instituto Superior de Tecnologias Avançadas de Lisboa,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895
6930a7d8f59660bdbf649bae,Instituto Superior de Tecnologias Avançadas do Porto,http://maps.google.pt/maps?z=20&t=k&q=loc:41.16667+-8.593643
6930a7d8f59660bdbf649baf,ISLA Santarém - Instituto Politécnico - Escola Superior de Engenharia e Tecnologia,NaN
6930a7d8f59660bdbf649bb0,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,http://maps.google.pt/maps?z=20&t=k&q=loc:41.09662+-7.808191
6930a7d8f59660bdbf649bb1,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança (Chaves),NaN
6930a7d8f59660bdbf649bb2,Escola Superior de Saúde do Alcoitão,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73198+-9.40119
6930a7d8f59660bdbf649bb3,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74934+-9.15258
6930a7d8f59660bdbf649bb4,Instituto Superior de Serviço Social do Porto,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18272+-8.652955
6930a7d8f59660bdbf649bb5,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",http://maps.google.pt/maps?z=20&t=k&q=loc:37.02928+-7.923611
6930a7d8f59660bdbf649bb6,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",http://maps.google.pt/maps?z=20&t=k&q=loc:37.14364+-8.536417
6930a7d8f59660bdbf649bb7,Instituto Superior de Gestão,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75053+-9.185107
6930a7d8f59660bdbf649bb8,Universidade Católica Portuguesa - Instituto de Gestão e das Organizações da Saúde,NaN
6930a7d8f59660bdbf649bb9,Escola Superior de Tecnologias de Fafe,http://maps.google.pt/maps?z=20&t=k&q=loc:41.46357+-8.153696
6930a7d8f59660bdbf649bba,Instituto Superior de Administração e Gestão,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15463+-8.644514
6930a7d8f59660bdbf649bbb,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36633+-8.739719
6930a7d8f59660bdbf649bbc,Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo,http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122
6930a7d8f59660bdbf649bbd,Instituto Politécnico da Lusofonia - Escola Superior de Ciências da Administração,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184
6930a7d8f59660bdbf649bbe,ISLA Santarém - Instituto Politécnico - Escola Superior de Gestão,NaN
6930a7d8f59660bdbf649bbf,Instituto Superior de Administração e Línguas,http://maps.google.pt/maps?z=20&t=k&q=loc:32.6557+-16.91028
6930a7d8f59660bdbf649bc0,ISLA - Instituto Politécnico de Gestão e Tecnologia - Escola Superior de Gestão,http://maps.google.pt/maps?z=20&t=k&q=loc:41.12411+-8.614039
6930a7d8f59660bdbf649bc1,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,http://maps.google.pt/maps?z=20&t=k&q=loc:40.42886+-7.703182
6930a7d8f59660bdbf649bc2,Instituto Português de Administração de Marketing de Lisboa,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76037+-9.193671
6930a7d8f59660bdbf649bc3,Instituto Português de Administração de Marketing do Porto,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17588+-8.64978
6930a7d8f59660bdbf649bc4,Escola Superior de Negócios Atlântico,http://maps.google.pt/maps?z=20&t=k&q=loc:41.08563+-8.651342
6930a7d8f59660bdbf649bc5,Universidade de Lisboa - Faculdade de Medicina Dentária,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74921+-9.15499
6930a7d8f59660bdbf649bc6,"Instituto Politécnico da Lusofonia - Escola Superior de Comunicação, Inovação e Artes",http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184
6930a7d8f59660bdbf649bc7,Universidade de Coimbra - Faculdade de Medicina,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21902+-8.416386
6930a7d8f59660bdbf649bc8,Universidade do Porto - Faculdade de Medicina,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18273+-8.600299
6930a7d8f59660bdbf649bc9,Universidade Católica Portuguesa - Faculdade de Medicina,http://maps.google.pt/maps?z=20&t=k&q=loc:38.7513+-9.312444
6930a7d8f59660bdbf649bca,Universidade do Porto - Faculdade de Medicina Dentária,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17414+-8.603376
6930a7d8f59660bdbf649bcb,Universidade de Lisboa - Faculdade de Medicina Veterinária,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71408+-9.195294
6930a7d8f59660bdbf649bcc,Instituto Politécnico de Lisboa,http://maps.google.pt/maps?z=20&t=k&q=loc:39.00361+-9.349444
6930a7d8f59660bdbf649bcd,Universidade de Lisboa - Faculdade de Psicologia,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75282+-9.155494
6930a7d8f59660bdbf649bce,Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu,http://maps.google.pt/maps?z=20&t=k&q=loc:40.44123+-7.56216
6930a7d8f59660bdbf649bcf,Universidade Católica Portuguesa - Faculdade de Educação e Psicologia,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15398+-8.673013
6930a7d8f59660bdbf649bd0,Instituto Universitário Militar - Escola Naval,http://maps.google.pt/maps?z=20&t=k&q=loc:38.66245+-9.147213
6930a7d8f59660bdbf649bd1,Instituto Politécnico de Lisboa - Escola Superior de Música,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74691+-9.196713
6930a7d8f59660bdbf649bd2,Universidade Católica Portuguesa - Faculdade de Teologia,NaN
