Institution;GoogleMaps;;
Universidade dos Açores - Escola Superior de Saúde - Angra do Heroísmo;http://maps.google.pt/maps?z=20&t=k&q=loc:38.6585+-27.234;;
Universidade dos Açores - Escola Superior de Saúde - Ponta Delgada;http://maps.google.pt/maps?z=20&t=k&q=loc:37.74654+-25.66221;;
Universidade de Aveiro - Escola Superior de Saúde de Aveiro;http://maps.google.pt/maps?z=20&t=k&q=loc:40.62451+-8.659866;;
Universidade de Coimbra - Escola Superior de Enfermagem;http://maps.google.pt/maps?z=20&t=k&q=loc:40.21857+-8.409519;;
Universidade de Évora - Escola Superior de Enfermagem de São João de Deus;http://maps.google.pt/maps?z=20&t=k&q=loc:38.56826+-7.902039;;
Universidade da Madeira - Escola Superior de Saúde;http://maps.google.pt/maps?z=20&t=k&q=loc:32.65945+-16.92655;;
Universidade do Minho - Escola Superior de Enfermagem;http://maps.google.pt/maps?z=20&t=k&q=loc:41.33338+-8.23543;;
Universidade do Porto - Escola Superior de Enfermagem;http://maps.google.pt/maps?z=20&t=k&q=loc:41.18211+-8.603922;;
Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Saúde;http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986;;
Escola Superior de Enfermagem São Francisco das Misericórdias;http://maps.google.pt/maps?z=20&t=k&q=loc:38.72448+-9.146054;;
Escola Superior de Enfermagem de São José de Cluny;http://maps.google.pt/maps?z=20&t=k&q=loc:32.66711+-16.90464;;
Escola Superior de Saúde Atlântica;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74141+-9.284575;;
Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega;http://maps.google.pt/maps?z=20&t=k&q=loc:41.7811+-7.447647;;
Escola Superior de Saúde Jean Piaget de Viseu;http://maps.google.pt/maps?z=20&t=k&q=loc:40.73678+-7.939917;;
Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa;http://maps.google.pt/maps?z=20&t=k&q=loc:40.83691+-8.472358;;
Escola Superior de Saúde de Santa Maria;http://maps.google.pt/maps?z=20&t=k&q=loc:41.16033+-8.609315;;
Instituto Politécnico Jean Piaget do Sul - Escola Superior de Saúde Jean Piaget do Algarve;http://maps.google.pt/maps?z=20&t=k&q=loc:37.1964+-8.4336;;
Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Enfermagem do Tâmega e Sousa;http://maps.google.pt/maps?z=20&t=k&q=loc:41.20715+-8.283265;;
Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave;http://maps.google.pt/maps?z=20&t=k&q=loc:41.40671+-8.515314;;
Universidade Católica Portuguesa - Escola de Enfermagem (Lisboa);;;
Universidade Católica Portuguesa - Escola de Enfermagem (Porto);http://maps.google.pt/maps?z=20&t=k&q=loc:41.15398+-8.673013;;
Instituto Politécnico da Lusofonia - Escola Superior de Saúde, Proteção e Bem-Estar Animal;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184;;
Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa;http://maps.google.pt/maps?z=20&t=k&q=loc:41.18351+-8.445928;;
 Controlo e Instrumentação;detcursopi.asp?codc=9092&code=3152;;
Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa;http://maps.google.pt/maps?z=20&t=k&q=loc:38.75568+-9.113923;;
Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco;http://maps.google.pt/maps?z=20&t=k&q=loc:39.81956+-7.511883;;
Universidade do Algarve - Instituto Superior de Engenharia;http://maps.google.pt/maps?z=20&t=k&q=loc:37.03847+-7.922417;;
Escola Superior de Actividades Imobiliárias;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74368+-9.113525;;
Instituto Superior D. Dinis;http://maps.google.pt/maps?z=20&t=k&q=loc:39.74083+-8.92663;;
Universidade de Lisboa - Instituto Superior Técnico (Tagus Park);http://maps.google.pt/maps?z=20&t=k&q=loc:38.73723+-9.302337;;
Instituto Superior Politécnico Gaya - Escola Superior de Ciência e Tecnologia;http://maps.google.pt/maps?z=20&t=k&q=loc:41.11968+-8.623498;;
Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia;http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122;;
Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal;http://maps.google.pt/maps?z=20&t=k&q=loc:38.52167+-8.839167;;
Escola Superior Náutica Infante D. Henrique;http://maps.google.pt/maps?z=20&t=k&q=loc:38.69206+-9.298875;;
Instituto Universitário Militar - Academia Militar;http://maps.google.pt/maps?z=20&t=k&q=loc:38.72643+-9.140553;;
Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão;http://maps.google.pt/maps?z=20&t=k&q=loc:38.01572+-7.875266;;
Instituto Politécnico Jean Piaget do Sul - Escola Superior de Tecnologia e Gestão Jean Piaget;http://maps.google.pt/maps?z=20&t=k&q=loc:38.6664+-9.1769;;
Instituto Superior de Tecnologias Avançadas de Lisboa;http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895;;
Instituto Superior de Tecnologias Avançadas do Porto;http://maps.google.pt/maps?z=20&t=k&q=loc:41.16667+-8.593643;;
ISLA Santarém - Instituto Politécnico - Escola Superior de Engenharia e Tecnologia;;;
 Redes e Telecomunicações;detcursopi.asp?codc=L119&code=3118;;
Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego;http://maps.google.pt/maps?z=20&t=k&q=loc:41.09662+-7.808191;;
 Política e Economia;detcursopi.asp?codc=L198&code=2220;;
Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança (Chaves);;;
Escola Superior de Saúde do Alcoitão;http://maps.google.pt/maps?z=20&t=k&q=loc:38.73198+-9.40119;http://maps.google.pt/maps?z=20&t=k&q=loc:38.83759+-9.342421;
Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74934+-9.15258;http://maps.google.pt/maps?z=20&t=k&q=loc:38.83759+-9.342421;
Instituto Superior de Serviço Social do Porto;http://maps.google.pt/maps?z=20&t=k&q=loc:41.18272+-8.652955;http://maps.google.pt/maps?z=20&t=k&q=loc:38.83759+-9.342421;
Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo;http://maps.google.pt/maps?z=20&t=k&q=loc:37.02928+-7.923611;http://maps.google.pt/maps?z=20&t=k&q=loc:38.66245+-9.147213;
Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão);http://maps.google.pt/maps?z=20&t=k&q=loc:37.14364+-8.536417;http://maps.google.pt/maps?z=20&t=k&q=loc:38.66245+-9.147213;
Instituto Superior de Gestão;http://maps.google.pt/maps?z=20&t=k&q=loc:38.75053+-9.185107;http://maps.google.pt/maps?z=20&t=k&q=loc:38.66245+-9.147213;
Universidade Católica Portuguesa - Instituto de Gestão e das Organizações da Saúde;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.72643+-9.140553;
Escola Superior de Tecnologias de Fafe;http://maps.google.pt/maps?z=20&t=k&q=loc:41.46357+-8.153696;http://maps.google.pt/maps?z=20&t=k&q=loc:38.72643+-9.140553;
Instituto Superior de Administração e Gestão;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15463+-8.644514;http://maps.google.pt/maps?z=20&t=k&q=loc:38.72643+-9.140553;
Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo;http://maps.google.pt/maps?z=20&t=k&q=loc:41.36633+-8.739719;;
Instituto Politécnico do Cávado e do Ave - Escola Superior de Hotelaria e Turismo;http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122;;
Instituto Politécnico da Lusofonia - Escola Superior de Ciências da Administração;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184;;
ISLA Santarém - Instituto Politécnico - Escola Superior de Gestão;;;
Instituto Superior de Administração e Línguas;http://maps.google.pt/maps?z=20&t=k&q=loc:32.6557+-16.91028;;
ISLA - Instituto Politécnico de Gestão e Tecnologia - Escola Superior de Gestão;http://maps.google.pt/maps?z=20&t=k&q=loc:41.12411+-8.614039;;
Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria;http://maps.google.pt/maps?z=20&t=k&q=loc:40.42886+-7.703182;;
Instituto Português de Administração de Marketing de Lisboa;http://maps.google.pt/maps?z=20&t=k&q=loc:38.76037+-9.193671;;
Instituto Português de Administração de Marketing do Porto;http://maps.google.pt/maps?z=20&t=k&q=loc:41.17588+-8.64978;;
Escola Superior de Negócios Atlântico;http://maps.google.pt/maps?z=20&t=k&q=loc:41.08563+-8.651342;;
 ensino em Inglês);detcursopi.asp?codc=A004&code=3043;;
 Emergência e Protecção Civil;detcursopi.asp?codc=L200&code=2710;;
 Cultural e Patrimonial;detcursopi.asp?codc=9179&code=3186;;
Universidade de Lisboa - Faculdade de Medicina Dentária;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74921+-9.15499;;
Instituto Politécnico da Lusofonia - Escola Superior de Comunicação, Inovação e Artes;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184;;
 Móvel e na Nuvem;detcursopi.asp?codc=L303&code=0400;;
 Literaturas e Culturas;detcursopi.asp?codc=9204&code=0201;;
 Literaturas e Culturas;detcursopi.asp?codc=9204&code=0300;;
 Literaturas e Culturas;detcursopi.asp?codc=9204&code=1506;;
 Literaturas e Culturas;detcursopi.asp?codc=9204&code=0902;;
 Literaturas e Culturas;detcursopi.asp?codc=9204&code=1107;;
 Literaturas e Culturas;detcursopi.asp?codc=9204&code=1202;;
 Publicidade e Relações Públicas;detcursopi.asp?codc=9208&code=4283;;
Universidade de Coimbra - Faculdade de Medicina;http://maps.google.pt/maps?z=20&t=k&q=loc:40.21902+-8.416386;;
Universidade do Porto - Faculdade de Medicina;http://maps.google.pt/maps?z=20&t=k&q=loc:41.18273+-8.600299;;
Universidade Católica Portuguesa - Faculdade de Medicina;http://maps.google.pt/maps?z=20&t=k&q=loc:38.7513+-9.312444;;
Universidade do Porto - Faculdade de Medicina Dentária;http://maps.google.pt/maps?z=20&t=k&q=loc:41.17414+-8.603376;;
Universidade de Lisboa - Faculdade de Medicina Veterinária;http://maps.google.pt/maps?z=20&t=k&q=loc:38.71408+-9.195294;;
 Oceanografia e Clima;detcursopi.asp?codc=L298&code=0300;;
 Oceanografia e Geofísica;detcursopi.asp?codc=9212&code=1503;;
Instituto Politécnico de Lisboa;http://maps.google.pt/maps?z=20&t=k&q=loc:39.00361+-9.349444;;
 variante de Composição;Instituto Politécnico de Lisboa - Escola Superior de Música;;
 variante de Formação Musical;Instituto Politécnico de Castelo Branco - Escola Superior de Artes Aplicadas;;
 variante de Instrumento;detcursopi.asp?codc=9784&code=3055;;
 variante de Instrumento e Canto;detcursopi.asp?codc=L240&code=3132;;
 variante de Música Eletrónica e Produção Musical;detcursopi.asp?codc=9816&code=3055;;
 variante de Canto;detcursopi.asp?codc=9836&code=3055;;
 variante de Composição;detcursopi.asp?codc=9837&code=3132;;
 variante de Execução;detcursopi.asp?codc=9782&code=3114;;
 variante de Jazz;detcursopi.asp?codc=9838&code=3132;;
 variante de Jazz (regime pós-laboral);detcursopi.asp?codc=8343&code=3114;;
 variante de Música Antiga;detcursopi.asp?codc=9839&code=3132;;
 variante de Produção e Tecnologias da Música;detcursopi.asp?codc=9840&code=3132;;
 Economia e Sociedade;detcursopi.asp?codc=L274&code=6810;;
Universidade de Lisboa - Faculdade de Psicologia;http://maps.google.pt/maps?z=20&t=k&q=loc:38.75282+-9.155494;;
Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;http://maps.google.pt/maps?z=20&t=k&q=loc:40.44123+-7.56216;;
Universidade Católica Portuguesa - Faculdade de Educação e Psicologia;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15398+-8.673013;;
 variante de Cenografia;detcursopi.asp?codc=8026&code=3132;;
 variante Direção de Cena e Produção;detcursopi.asp?codc=L241&code=3132;;
 variante de Figurino;detcursopi.asp?codc=8027&code=3132;;
 variante Luz;detcursopi.asp?codc=A015&code=3132;http://maps.google.pt/maps?z=20&t=k&q=loc:32.65928+-16.9251;
 variante Som;detcursopi.asp?codc=A016&code=3132;;
 variante de Interpretação;detcursopi.asp?codc=9842&code=3132;;
 Edifícios e Construção Sustentável;detcursopi.asp?codc=L311&code=6810;;
 Web e Multimédia;detcursopi.asp?codc=L137&code=4582;;
Instituto Universitário Militar - Escola Naval;http://maps.google.pt/maps?z=20&t=k&q=loc:38.66245+-9.147213;;
Instituto Politécnico de Lisboa - Escola Superior de Música;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74691+-9.196713;;
Universidade Católica Portuguesa - Faculdade de Teologia;;;
 Território e Patrimónios;detcursopi.asp?codc=L109&code=0505;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.26783+-8.6172;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:40.54139+-7.28329;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:39.345+-8.933;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.52167+-8.839167;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.75568+-9.113923;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.79637+-6.7689;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74141+-9.284575;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.09662+-7.808191;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:37.04408+-7.972222;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74025+-9.151129;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15155+-8.63262;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:40.92438+-8.544944;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.75676+-9.155387;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;detcursopi.asp?codc=L012&code=3114;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74691+-9.196713
;;detcursopi.asp?codc=L184&code=3055;http://maps.google.pt/maps?z=20&t=k&q=loc:38.81918+-7.455066
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.81918+-7.455066;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.81918+-7.455066;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.81918+-7.455066;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74691+-9.196713;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.74691+-9.196713;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.80215+-9.382696;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:38.80215+-9.382696;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:41.26783+-8.6172;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;http://maps.google.pt/maps?z=20&t=k&q=loc:40.20647+-8.428684;
