Course,Institution,Link,GoogleMaps
Sociologia (regime pós-laboral),ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=8109&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Sociologia (regime pós-laboral),Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,detcursopi.asp?codc=8109&code=1516,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71306+-9.198223
Sociologia (regime pós-laboral),Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=8109&code=0902,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74025+-9.151129
Solicitadoria,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,detcursopi.asp?codc=9242&code=3023,http://maps.google.pt/maps?z=20&t=k&q=loc:38.01572+-7.875266
Solicitadoria,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",detcursopi.asp?codc=9242&code=3045,http://maps.google.pt/maps?z=20&t=k&q=loc:41.47761+-7.178407
Solicitadoria,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,detcursopi.asp?codc=9242&code=3054,http://maps.google.pt/maps?z=20&t=k&q=loc:39.9225+-7.242491
Solicitadoria,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,detcursopi.asp?codc=9242&code=3031,http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122
Solicitadoria,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9242&code=3102,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73444+-8.821389
Solicitadoria,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,detcursopi.asp?codc=9242&code=3117,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73717+-9.146786
Solicitadoria,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9242&code=3138,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36677+-8.194765
Solicitadoria,Universidade Portucalense Infante D. Henrique,detcursopi.asp?codc=9242&code=2500,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18032+-8.605047
Solicitadoria,"Instituto Politécnico da Maia - Escola Superior de Ciências Sociais, Educação e Desporto",detcursopi.asp?codc=9242&code=4581,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26783+-8.6172
Solicitadoria,Instituto Superior de Ciências Empresariais e do Turismo,detcursopi.asp?codc=9242&code=4280,http://maps.google.pt/maps?z=20&t=k&q=loc:41.152+-8.617905
Solicitadoria,Instituto Superior de Entre Douro e Vouga,detcursopi.asp?codc=9242&code=4283,http://maps.google.pt/maps?z=20&t=k&q=loc:40.92438+-8.544944
Solicitadoria e Administração,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,detcursopi.asp?codc=9801&code=3063,http://maps.google.pt/maps?z=20&t=k&q=loc:42.12346+-8.27082
Solicitadoria (regime pós-laboral),Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,detcursopi.asp?codc=8015&code=3031,http://maps.google.pt/maps?z=20&t=k&q=loc:41.53448+-8.628122
Solicitadoria (regime pós-laboral),Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=8015&code=3102,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73444+-8.821389
Solicitadoria (regime pós-laboral),Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,detcursopi.asp?codc=8015&code=3117,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73717+-9.146786
Solicitadoria (regime pós-laboral),Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=8015&code=3138,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36677+-8.194765
Som e Imagem,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,detcursopi.asp?codc=9457&code=3103,http://maps.google.pt/maps?z=20&t=k&q=loc:39.39528+-9.135278
Som e Imagem,Universidade Católica Portuguesa - Escola das Artes,detcursopi.asp?codc=9457&code=2265,
Teatro,Universidade de Évora - Escola de Artes,detcursopi.asp?codc=9243&code=0603,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56902+-7.911873
Teatro,Universidade do Minho,detcursopi.asp?codc=9243&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Teatro,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,detcursopi.asp?codc=9243&code=3103,http://maps.google.pt/maps?z=20&t=k&q=loc:39.39528+-9.135278
Teatro,Instituto Politécnico de Lisboa - Escola Superior de Teatro e Cinema,detcursopi.asp?codc=9243&code=3116,http://maps.google.pt/maps?z=20&t=k&q=loc:37.76357+-9.235246
Teatro,Escola Superior Artística do Porto,detcursopi.asp?codc=9243&code=4010,
Teatro e Artes Performativas,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,detcursopi.asp?codc=9803&code=1202,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Teatro e Educação,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,detcursopi.asp?codc=9899&code=3062,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20522+-8.405957
"Teatro, variante de Cenografia",Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,detcursopi.asp?codc=8026&code=3132,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181
"Teatro, variante Direção de Cena e Produção",Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,detcursopi.asp?codc=L241&code=3132,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181
"Teatro, variante de Figurino",Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,detcursopi.asp?codc=8027&code=3132,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181
"Teatro, variante Luz",Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,detcursopi.asp?codc=A015&code=3132,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181
"Teatro, variante Som",Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,detcursopi.asp?codc=A016&code=3132,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181
"Teatro, variante de Interpretação",Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,detcursopi.asp?codc=9842&code=3132,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181
Tecnologia Agro-Industrial,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=L286&code=0903,http://maps.google.pt/maps?z=20&t=k&q=loc:38.66165+-9.206682
Tecnologia Alimentar,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,detcursopi.asp?codc=L015&code=3061,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21421+-8.450982
Tecnologia Alimentar e Nutrição,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=L362&code=3163,http://maps.google.pt/maps?z=20&t=k&q=loc:41.69424+-8.846658
Tecnologia Biomédica,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,detcursopi.asp?codc=L069&code=3043,http://maps.google.pt/maps?z=20&t=k&q=loc:41.79637+-6.7689
Tecnologia Biomédica,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,detcursopi.asp?codc=L069&code=3152,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52167+-8.839167
Tecnologia e Design de Mobiliário,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,detcursopi.asp?codc=8517&code=3182,http://maps.google.pt/maps?z=20&t=k&q=loc:40.64449+-7.921137
Tecnologia e Gestão do Ambiente,Instituto Politécnico de Coimbra - Escola Superior Agrária de Coimbra,detcursopi.asp?codc=L348&code=3061,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21421+-8.450982
Tecnologia e Gestão Industrial (regime noturno),Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,detcursopi.asp?codc=9862&code=3152,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52167+-8.839167
Tecnologia e Produto de Moda Sustentável,Universidade da Beira Interior,detcursopi.asp?codc=L258&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Tecnologia Química,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,detcursopi.asp?codc=L142&code=3242,http://maps.google.pt/maps?z=20&t=k&q=loc:39.59896+-8.389722
Tecnologias do Ambiente e do Mar,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,detcursopi.asp?codc=L124&code=3152,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52167+-8.839167
Tecnologias de Comunicação Multimédia,Universidade da Maia,detcursopi.asp?codc=9249&code=4630,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26779+-8.617047
Tecnologias Criativas,Instituto Superior Manuel Teixeira Gomes,detcursopi.asp?codc=L183&code=4375,http://maps.google.pt/maps?z=20&t=k&q=loc:37.14078+-8.535942
Tecnologias Criativas,Universidade Europeia,detcursopi.asp?codc=L183&code=4350,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77668+-9.193758
Tecnologias e Design de Multimédia,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,detcursopi.asp?codc=9491&code=3182,http://maps.google.pt/maps?z=20&t=k&q=loc:40.64449+-7.921137
Tecnologias Digitais e Automação,ISCTE - Instituto Universitário de Lisboa (Sintra),detcursopi.asp?codc=L273&code=6810,http://maps.google.pt/maps?z=20&t=k&q=loc:38.80215+-9.382696
"Tecnologias Digitais, Edifícios e Construção Sustentável",ISCTE - Instituto Universitário de Lisboa (Sintra),detcursopi.asp?codc=L311&code=6810,http://maps.google.pt/maps?z=20&t=k&q=loc:38.80215+-9.382696
Tecnologias Digitais Educativas,ISCTE - Instituto Universitário de Lisboa (Sintra),detcursopi.asp?codc=L281&code=6810,http://maps.google.pt/maps?z=20&t=k&q=loc:38.80215+-9.382696
Tecnologias Digitais e Gestão,ISCTE - Instituto Universitário de Lisboa (Sintra),detcursopi.asp?codc=L280&code=6810,http://maps.google.pt/maps?z=20&t=k&q=loc:38.80215+-9.382696
Tecnologias Digitais e Inteligência Artificial,ISCTE - Instituto Universitário de Lisboa (Sintra),detcursopi.asp?codc=L277&code=6810,http://maps.google.pt/maps?z=20&t=k&q=loc:38.80215+-9.382696
Tecnologias Digitais e Saúde,ISCTE - Instituto Universitário de Lisboa (Sintra),detcursopi.asp?codc=L282&code=6810,http://maps.google.pt/maps?z=20&t=k&q=loc:38.80215+-9.382696
Tecnologias Digitais e Segurança de Informação,ISCTE - Instituto Universitário de Lisboa (Sintra),detcursopi.asp?codc=L329&code=6810,http://maps.google.pt/maps?z=20&t=k&q=loc:38.80215+-9.382696
Tecnologias de Energia,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,detcursopi.asp?codc=8515&code=3152,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52167+-8.839167
Tecnologias e Gestão Municipal,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,detcursopi.asp?codc=L085&code=3118,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75568+-9.113923
Tecnologias e Gestão de Sistemas Informação,Escola Superior de Tecnologias de Fafe,detcursopi.asp?codc=L234&code=4115,http://maps.google.pt/maps?z=20&t=k&q=loc:41.46357+-8.153696
Tecnologias de Informação,Universidade de Lisboa - Faculdade de Ciências,detcursopi.asp?codc=L079&code=1503,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75676+-9.155387
"Tecnologias de Informação, Web e Multimédia",Instituto Politécnico da Maia - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=L137&code=4582,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26783+-8.6172
Tecnologias Militares Navais,Instituto Universitário Militar - Escola Naval,detcursopi.asp?codc=8215&code=7710,http://maps.google.pt/maps?z=20&t=k&q=loc:38.66245+-9.147213
Tecnologias Multimédia,Instituto Superior de Ciências Educativas do Douro,detcursopi.asp?codc=L342&code=4271,http://maps.google.pt/maps?z=20&t=k&q=loc:41.12039+-8.172403
Tecnologias da Música (regime pós-laboral),Instituto Politécnico de Lisboa - Escola Superior de Música,detcursopi.asp?codc=8344&code=3114,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74691+-9.196713
Tecnologias para a Educação STEAM,Instituto Politécnico do Porto - Escola Superior de Educação,detcursopi.asp?codc=L272&code=3131,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1799+-8.598137
Tecnologias do Petróleo,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia do Barreiro,detcursopi.asp?codc=L100&code=3154,http://maps.google.pt/maps?z=20&t=k&q=loc:38.65239+-9.04896
Tecnologias e Sistemas de Informação para a Web,Instituto Politécnico do Porto - Escola Superior de Media Artes e Design,detcursopi.asp?codc=L071&code=3331,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36633+-8.739719
Teologia,Universidade Católica Portuguesa - Faculdade de Teologia,detcursopi.asp?codc=L235&code=2240,
Terapia da Fala,Instituto Politécnico de Leiria - Escola Superior de Saúde,detcursopi.asp?codc=9890&code=7045,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73278+-8.820556
Terapia da Fala,Instituto Politécnico do Porto - Escola Superior de Saúde,detcursopi.asp?codc=9890&code=7230,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17779+-8.60693
Terapia da Fala,Instituto Politécnico de Setúbal - Escola Superior de Saúde,detcursopi.asp?codc=9890&code=3155,http://maps.google.pt/maps?z=20&t=k&q=loc:38.52306+-8.841667
Terapia da Fala,Universidade do Algarve - Escola Superior de Saúde,detcursopi.asp?codc=9890&code=7035,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04394+-7.972298
Terapia da Fala,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,detcursopi.asp?codc=9890&code=3013,http://maps.google.pt/maps?z=20&t=k&q=loc:40.62451+-8.659866
Terapia da Fala,Escola Superior de Saúde do Alcoitão,detcursopi.asp?codc=9890&code=4105,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73198+-9.40119
Terapia da Fala,Escola Superior de Saúde da Fundação «Fernando Pessoa»,detcursopi.asp?codc=9890&code=4620,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17316+-8.608274
Terapia Ocupacional,Instituto Politécnico de Beja - Escola Superior de Saúde,detcursopi.asp?codc=8138&code=7005,http://maps.google.pt/maps?z=20&t=k&q=loc:38.01457+-7.875266
Terapia Ocupacional,Instituto Politécnico de Leiria - Escola Superior de Saúde,detcursopi.asp?codc=8138&code=7045,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73278+-8.820556
Terapia Ocupacional,Instituto Politécnico do Porto - Escola Superior de Saúde,detcursopi.asp?codc=8138&code=7230,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17779+-8.60693
Terapia Ocupacional,Escola Superior de Saúde do Alcoitão,detcursopi.asp?codc=8138&code=4105,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73198+-9.40119
Terapia Ocupacional,Escola Superior de Saúde de Santa Maria,detcursopi.asp?codc=8138&code=4097,http://maps.google.pt/maps?z=20&t=k&q=loc:41.16033+-8.609315
Tradução,Universidade de Aveiro,detcursopi.asp?codc=9252&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Tradução,Universidade de Lisboa - Faculdade de Letras,detcursopi.asp?codc=9252&code=1506,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75359+-9.157651
Tradução,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9252&code=0902,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74025+-9.151129
Tradução e Interpretação em Língua Gestual Portuguesa,Instituto Politécnico do Porto - Escola Superior de Educação,detcursopi.asp?codc=9807&code=3131,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1799+-8.598137
Tradução e Interpretação de Língua Gestual Portuguesa,Instituto Politécnico de Setúbal - Escola Superior de Educação,detcursopi.asp?codc=9633&code=3151,http://maps.google.pt/maps?z=20&t=k&q=loc:38.51978+-8.838278
Tradução e Interpretação: Português/Chinês - Chinês/Português,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=9492&code=3101,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73972+-8.811389
Treino Desportivo,Instituto Politécnico de Santarém - Escola Superior de Desporto de Rio Maior,detcursopi.asp?codc=9808&code=3145,http://maps.google.pt/maps?z=20&t=k&q=loc:39.345+-8.933
Treino Desportivo,"Instituto Politécnico da Maia - Escola Superior de Ciências Sociais, Educação e Desporto",detcursopi.asp?codc=9808&code=4581,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26783+-8.6172
Turismo,Universidade dos Açores - Faculdade de Economia e Gestão,detcursopi.asp?codc=9254&code=0170,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
Turismo,Universidade de Évora - Escola de Ciências Sociais,detcursopi.asp?codc=9254&code=0604,http://maps.google.pt/maps?z=20&t=k&q=loc:38.57381+-7.906329
Turismo,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,detcursopi.asp?codc=9254&code=1202,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Turismo,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,detcursopi.asp?codc=9254&code=3023,http://maps.google.pt/maps?z=20&t=k&q=loc:38.01572+-7.875266
Turismo,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",detcursopi.asp?codc=9254&code=3045,http://maps.google.pt/maps?z=20&t=k&q=loc:41.47761+-7.178407
Turismo,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,detcursopi.asp?codc=9254&code=3054,http://maps.google.pt/maps?z=20&t=k&q=loc:39.9225+-7.242491
Turismo,Instituto Politécnico de Coimbra - Escola Superior de Educação de Coimbra,detcursopi.asp?codc=9254&code=3062,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20522+-8.405957
Turismo,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,detcursopi.asp?codc=9254&code=3105,http://maps.google.pt/maps?z=20&t=k&q=loc:39.36472+-9.403056
Turismo,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=9254&code=3121,http://maps.google.pt/maps?z=20&t=k&q=loc:39.28958+-7.429967
Turismo,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=9254&code=3163,http://maps.google.pt/maps?z=20&t=k&q=loc:41.69424+-8.846658
Turismo,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,detcursopi.asp?codc=9254&code=3182,http://maps.google.pt/maps?z=20&t=k&q=loc:40.64449+-7.921137
